States,$,<=,<>,integer,do,while,character,else,function,ic,id,if,==,%,&,(,),*,real,then,+,",",-,/,rc,:,;,<,begin,>,>=,bc,:=,string,bor,sc,array,and,of,end,[,],^,cc,or,procedure,boolean,lc,return,~,BULK_ASSIGNMENT,PP,FUNCTION_CALL,ID_LOOP,F,VAR_DCL,LOOP,FP,O,FUNC_DEF,P,Q,STMT_ID,R,SIMPLE_VAR,S,T,EXPR,V,W,ASSIGNMENT,WP,MAIN,ID,TYPE,SP,ARRAY_DIM,OP,BLOCK,CONSTANT,EP,STMT,CONDITIONAL,STMT_LOOP,IC_LOOP,PROC_DEF,ARG,EXPR_LOOP,VP,ARRAY_VAR,TP,RP
130,PUSH_GOTO S132 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S132 NoSem,ERROR,PUSH_GOTO S132 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S132 NoSem,ERROR,PUSH_GOTO S132 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S132 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S132 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S132 NoSem,ERROR,ERROR,PUSH_GOTO S132 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S132 NoSem,PUSH_GOTO S132 NoSem,ERROR,PUSH_GOTO S132 NoSem,PUSH_GOTO S132 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S131 @band,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
131,REDUCE S,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE S,ERROR,REDUCE S,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE S,ERROR,ERROR,ERROR,ERROR,REDUCE S,ERROR,ERROR,ERROR,ERROR,REDUCE S,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE S,ERROR,ERROR,REDUCE S,ERROR,ERROR,ERROR,REDUCE S,REDUCE S,ERROR,REDUCE S,REDUCE S,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
132,REDUCE SP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE SP,ERROR,REDUCE SP,ERROR,ERROR,ERROR,SHIFT S133 @push,ERROR,REDUCE SP,ERROR,ERROR,ERROR,ERROR,REDUCE SP,ERROR,ERROR,ERROR,ERROR,REDUCE SP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE SP,ERROR,ERROR,REDUCE SP,ERROR,ERROR,ERROR,REDUCE SP,REDUCE SP,ERROR,REDUCE SP,REDUCE SP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
133,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S136 NoSem,PUSH_GOTO S136 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S136 NoSem,ERROR,PUSH_GOTO S136 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S136 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S136 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S136 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S136 NoSem,ERROR,PUSH_GOTO S136 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S134 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
134,PUSH_GOTO S132 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S132 NoSem,ERROR,PUSH_GOTO S132 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S132 NoSem,ERROR,PUSH_GOTO S132 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S132 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S132 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S132 NoSem,ERROR,ERROR,PUSH_GOTO S132 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S132 NoSem,PUSH_GOTO S132 NoSem,ERROR,PUSH_GOTO S132 NoSem,PUSH_GOTO S132 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S135 @band,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
135,REDUCE SP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE SP,ERROR,REDUCE SP,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE SP,ERROR,ERROR,ERROR,ERROR,REDUCE SP,ERROR,ERROR,ERROR,ERROR,REDUCE SP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE SP,ERROR,ERROR,REDUCE SP,ERROR,ERROR,ERROR,REDUCE SP,REDUCE SP,ERROR,REDUCE SP,REDUCE SP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
136,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,ERROR,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,ERROR,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S137 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
137,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S139 NoSem,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S138 @eq
138,REDUCE R,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE R,ERROR,REDUCE R,ERROR,ERROR,ERROR,REDUCE R,ERROR,REDUCE R,ERROR,ERROR,ERROR,ERROR,REDUCE R,ERROR,ERROR,ERROR,ERROR,REDUCE R,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE R,ERROR,ERROR,REDUCE R,ERROR,ERROR,ERROR,REDUCE R,REDUCE R,ERROR,REDUCE R,REDUCE R,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
139,REDUCE RP,ERROR,SHIFT S143 @push,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE RP,ERROR,REDUCE RP,ERROR,SHIFT S140 @push,ERROR,REDUCE RP,ERROR,REDUCE RP,ERROR,ERROR,ERROR,ERROR,REDUCE RP,ERROR,ERROR,ERROR,ERROR,REDUCE RP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE RP,ERROR,ERROR,REDUCE RP,ERROR,ERROR,ERROR,REDUCE RP,REDUCE RP,ERROR,REDUCE RP,REDUCE RP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
140,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,ERROR,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,ERROR,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S141 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
141,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S139 NoSem,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S142 @eq
142,REDUCE RP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE RP,ERROR,REDUCE RP,ERROR,ERROR,ERROR,REDUCE RP,ERROR,REDUCE RP,ERROR,ERROR,ERROR,ERROR,REDUCE RP,ERROR,ERROR,ERROR,ERROR,REDUCE RP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE RP,ERROR,ERROR,REDUCE RP,ERROR,ERROR,ERROR,REDUCE RP,REDUCE RP,ERROR,REDUCE RP,REDUCE RP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
143,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,ERROR,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S146 NoSem,ERROR,PUSH_GOTO S146 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S144 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
144,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S139 NoSem,PUSH_GOTO S139 NoSem,ERROR,PUSH_GOTO S139 NoSem,PUSH_GOTO S139 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S145 @eq
145,REDUCE RP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE RP,ERROR,REDUCE RP,ERROR,ERROR,ERROR,REDUCE RP,ERROR,REDUCE RP,ERROR,ERROR,ERROR,ERROR,REDUCE RP,ERROR,ERROR,ERROR,ERROR,REDUCE RP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE RP,ERROR,ERROR,REDUCE RP,ERROR,ERROR,ERROR,REDUCE RP,REDUCE RP,ERROR,REDUCE RP,REDUCE RP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
146,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,ERROR,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,ERROR,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S147 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
147,PUSH_GOTO S149 NoSem,PUSH_GOTO S149 NoSem,PUSH_GOTO S149 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S149 NoSem,ERROR,PUSH_GOTO S149 NoSem,ERROR,PUSH_GOTO S149 NoSem,ERROR,PUSH_GOTO S149 NoSem,ERROR,PUSH_GOTO S149 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S149 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S149 NoSem,PUSH_GOTO S149 NoSem,ERROR,PUSH_GOTO S149 NoSem,PUSH_GOTO S149 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S149 NoSem,ERROR,ERROR,PUSH_GOTO S149 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S149 NoSem,PUSH_GOTO S149 NoSem,ERROR,PUSH_GOTO S149 NoSem,PUSH_GOTO S149 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S148 @gleq,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
148,REDUCE O,ERROR,REDUCE O,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE O,ERROR,REDUCE O,ERROR,REDUCE O,ERROR,REDUCE O,ERROR,REDUCE O,ERROR,ERROR,ERROR,ERROR,REDUCE O,ERROR,ERROR,ERROR,ERROR,REDUCE O,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE O,ERROR,ERROR,REDUCE O,ERROR,ERROR,ERROR,REDUCE O,REDUCE O,ERROR,REDUCE O,REDUCE O,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
149,REDUCE OP,SHIFT S156 @push,REDUCE OP,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE OP,ERROR,REDUCE OP,ERROR,REDUCE OP,ERROR,REDUCE OP,ERROR,REDUCE OP,ERROR,ERROR,ERROR,ERROR,REDUCE OP,ERROR,ERROR,ERROR,ERROR,REDUCE OP,SHIFT S153 @push,ERROR,SHIFT S150 @push,SHIFT S159 @push,ERROR,ERROR,ERROR,REDUCE OP,ERROR,ERROR,REDUCE OP,ERROR,ERROR,ERROR,REDUCE OP,REDUCE OP,ERROR,REDUCE OP,REDUCE OP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
150,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,ERROR,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,ERROR,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S151 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
151,PUSH_GOTO S149 NoSem,PUSH_GOTO S149 NoSem,PUSH_GOTO S149 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S149 NoSem,ERROR,PUSH_GOTO S149 NoSem,ERROR,PUSH_GOTO S149 NoSem,ERROR,PUSH_GOTO S149 NoSem,ERROR,PUSH_GOTO S149 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S149 NoSem,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S149 NoSem,PUSH_GOTO S149 NoSem,ERROR,PUSH_GOTO S149 NoSem,PUSH_GOTO S149 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S149 NoSem,ERROR,ERROR,PUSH_GOTO S149 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S149 NoSem,PUSH_GOTO S149 NoSem,ERROR,PUSH_GOTO S149 NoSem,PUSH_GOTO S149 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S152 @gleq,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
152,REDUCE OP,ERROR,REDUCE OP,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE OP,ERROR,REDUCE OP,ERROR,REDUCE OP,ERROR,REDUCE OP,ERROR,REDUCE OP,ERROR,ERROR,ERROR,ERROR,REDUCE OP,ERROR,ERROR,ERROR,ERROR,REDUCE OP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,REDUCE OP,ERROR,ERROR,REDUCE OP,ERROR,ERROR,ERROR,REDUCE OP,REDUCE OP,ERROR,REDUCE OP,REDUCE OP,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
153,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,ERROR,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,PUSH_GOTO S162 NoSem,ERROR,PUSH_GOTO S162 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,GOTO S154 NoSem,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
